"iso_code","location","date","FirstDate","Day","total_cases","new_cases","total_deaths","new_deaths","total_cases_per_million","new_cases_per_million","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","tests_units","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cvd_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_100k","COUNTRY","LOG_TYPE","CATEGORY","MEASURE","TARGETED_POP_GROUP","COMMENTS","SOURCE"
"AUS","Australia",2020-02-08,2020-01-25,15,14,0,0,0,0.549,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-09,2020-01-25,16,14,0,0,0,0.549,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-10,2020-01-25,17,14,0,0,0,0.549,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-11,2020-01-25,18,14,0,0,0,0.549,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-12,2020-01-25,19,14,0,0,0,0.549,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-13,2020-01-25,20,14,0,0,0,0.549,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-14,2020-01-25,21,15,1,0,0,0.588,0.039,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-15,2020-01-25,22,15,0,0,0,0.588,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-16,2020-01-25,23,15,0,0,0,0.588,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-17,2020-01-25,24,15,0,0,0,0.588,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Emergency administrative structures activated or established","No","Australian Health Sector Emergency Plan Activated","Department of Health"
"AUS","Australia",2020-02-18,2020-01-25,25,15,0,0,0,0.588,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-19,2020-01-25,26,15,0,0,0,0.588,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-20,2020-01-25,27,15,0,0,0,0.588,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-21,2020-01-25,28,17,2,0,0,0.667,0.078,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-22,2020-01-25,29,21,4,0,0,0.824,0.157,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-23,2020-01-25,30,22,1,0,0,0.863,0.039,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-24,2020-01-25,31,22,0,0,0,0.863,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-25,2020-01-25,32,22,0,0,0,0.863,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-26,2020-01-25,33,22,0,0,0,0.863,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-27,2020-01-25,34,23,1,0,0,0.902,0.039,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-28,2020-01-25,35,23,0,0,0,0.902,0,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-02-29,2020-01-25,36,25,2,0,0,0.98,0.078,0,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-01,2020-01-25,37,26,1,1,1,1.02,0.039,0.039,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Movement restrictions","Visa restrictions","Yes","Citizens from China, Italy, South Korea, Iran, Cruise Ship are not allowed to enter country for 14 days from when they left said country. ","IATA"
"AUS","Australia",2020-03-01,2020-01-25,37,26,1,1,1,1.02,0.039,0.039,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Introduction of isolation and quarantine policies","Yes","14 days self-quarantine, for nationals arriving from China, Italy, Iran or South Korea","IATA"
"AUS","Australia",2020-03-01,2020-01-25,37,26,1,1,1,1.02,0.039,0.039,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","No","Implementation of an economic response to the coronavirus totalling $17.6 billion across the forward estimates. ","Department of Health"
"AUS","Australia",2020-03-02,2020-01-25,38,29,3,1,0,1.137,0.118,0.039,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-03,2020-01-25,39,33,4,1,0,1.294,0.157,0.039,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-04,2020-01-25,40,41,8,1,0,1.608,0.314,0.039,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-05,2020-01-25,41,52,11,2,1,2.039,0.431,0.078,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-06,2020-01-25,42,59,7,2,0,2.314,0.275,0.078,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-07,2020-01-25,43,63,4,2,0,2.471,0.157,0.078,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-08,2020-01-25,44,74,11,3,1,2.902,0.431,0.118,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-09,2020-01-25,45,80,6,3,0,3.137,0.235,0.118,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-10,2020-01-25,46,100,20,3,0,3.922,0.784,0.118,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-11,2020-01-25,47,112,12,3,0,4.392,0.471,0.118,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-12,2020-01-25,48,126,14,3,0,4.941,0.549,0.118,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Strengthening the public health system","No","Additional masks and funding","Department of Health"
"AUS","Australia",2020-03-13,2020-01-25,49,156,30,3,0,6.118,1.176,0.118,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Limit public gatherings","No","Mass gatherings of more than 500 banned","Department of Health"
"AUS","Australia",2020-03-14,2020-01-25,50,197,41,3,0,7.726,1.608,0.118,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-15,2020-01-25,51,249,52,3,0,9.765,2.039,0.118,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Emergency administrative structures activated or established","Yes","Last month, Australia's competition watchdog flipped a key rule of consumer law in response to the coronavirus pandemic, allowing supermarkets to work together to ensure shoppers can get food at a fair price. Usually supermarkets and suppliers working together in the market would be dubbed collusion, and would be punishable by huge fines from the competition regulator.","ABC News"
"AUS","Australia",2020-03-16,2020-01-25,52,298,49,5,2,11.686,1.922,0.196,0.078,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-17,2020-01-25,53,375,77,5,0,14.706,3.02,0.196,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Awareness campaigns","Yes","Subscription service available for COVID-19 newsletter for GPs","Ministry of Health"
"AUS","Australia",2020-03-18,2020-01-25,54,454,79,5,0,17.804,3.098,0.196,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Introduction of isolation and quarantine policies","Yes","From 1 May 2020, you must have had your influenza vaccination to visit an aged care facility.","Ministry of Health"
"AUS","Australia",2020-03-19,2020-01-25,55,565,111,6,1,22.157,4.353,0.235,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-20,2020-01-25,56,709,144,6,0,27.804,5.647,0.235,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Awareness campaigns","No","A national campaign has launched to inform all Australians about the coronavirus (COVID-19).","Ministry of Health"
"AUS","Australia",2020-03-20,2020-01-25,56,709,144,6,0,27.804,5.647,0.235,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","Additional funding of $444.6 million to strengthen the aged care industry, with specific mechanisms to reinforce the aged care workforce.","Ministry of Health"
"AUS","Australia",2020-03-20,2020-01-25,56,709,144,6,0,27.804,5.647,0.235,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Movement restrictions","Border closure?","No","From 9pm AEDT 20 March 2020, our borders are closed except for Australian citizens, residents and immediate family members. Arrivals must self isolate for 14 days","Aust Govt"
"AUS","Australia",2020-03-20,2020-01-25,56,709,144,6,0,27.804,5.647,0.235,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Introduction of isolation and quarantine policies","Yes","All travellers to Australia are required to self-isolate for 14 days, either at home or in a hotel.","Aust Govt"
"AUS","Australia",2020-03-20,2020-01-25,56,709,144,6,0,27.804,5.647,0.235,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","Australian banks to defer loan repayments for small businesses affected by COVID-19 by 6 months. ","Aust Govt"
"AUS","Australia",2020-03-20,2020-01-25,56,709,144,6,0,27.804,5.647,0.235,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Limit public gatherings","No","Non-essential indoor gatherings of fewer than 100 people permitted if in a given occupied space, there must be a density of no more than one person per four square metres of floor space. The 4 square metre arrangements for venues will come into effect from 20 March 2020 and will be mandated through state and territory regulatory arrangements.","Aust Govt"
"AUS","Australia",2020-03-20,2020-01-25,56,709,144,6,0,27.804,5.647,0.235,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Emergency administrative structures activated or established","Yes","Under the Commonwealth Biosecurity Act 2015 states and territories will nominate remote Indigenous areas in consultation with Indigenous communities, and an emergency requirement determined under the Biosecurity Act 2015 will restrict persons from entering or leaving those nominated areas.","Aust Govt"
"AUS","Australia",2020-03-20,2020-01-25,56,709,144,6,0,27.804,5.647,0.235,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Changes in prison-related policies","Yes","State and Territory leaders agreed that from 20 March 2020 each State¡¦s and Territory¡¦s adult correctional system will restructure personal prison visits to help manage the risk posed to prisoners and staff by the introduction of COVID-19 into custodial facilities. Depending on their operational needs, this may include stopping visits in some jurisdictions","Aust Govt"
"AUS","Australia",2020-03-20,2020-01-25,56,709,144,6,0,27.804,5.647,0.235,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Limit public gatherings","No","Australian authorities closed Bondi beach and removed hundreds of people from other popular Sydney beaches on Saturday, citing the ¡§irresponsible behaviour¡¨ of large crowds that had gathered in clear defiance of public health warnings of gatherings over 500 people.","The Guardian"
"AUS","Australia",2020-03-21,2020-01-25,57,874,165,7,1,34.275,6.471,0.275,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-22,2020-01-25,58,1098,224,7,0,43.059,8.784,0.275,0,143056,NA,5.61,NA,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Public services closure?","Yes","Pubs, licensed clubs and hotels (excluding accommodation), places of worship, gyms, indoor sporting venues, cinemas, casinos to close from midday Monday, March 22 for at least 6 months","Aust Govt"
"AUS","Australia",2020-03-22,2020-01-25,58,1098,224,7,0,43.059,8.784,0.275,0,143056,NA,5.61,NA,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Limit public gatherings","No","No non-essential gatherings of more than 500 people outside or more than 100 people inside. All non-essential indoor gatherings of less than 100 people must have no more than one person per 4sqm. All Australians should expect their local businesses to be following this rule.","Aust Govt"
"AUS","Australia",2020-03-22,2020-01-25,58,1098,224,7,0,43.059,8.784,0.275,0,143056,NA,5.61,NA,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Public services closure?","Yes","All non-essential services in New South Wales, Victoria, and the Australian Capital Territory will be shut down over the next two days excluding supermarkets, petrol stations, pharmacies, convenience stores, freight and logistics, and home delivery. ","SBS News"
"AUS","Australia",2020-03-22,2020-01-25,58,1098,224,7,0,43.059,8.784,0.275,0,143056,NA,5.61,NA,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Schools closure?","Yes","In Victoria, school holidays will also be brought forward to enable schools to close from Tuesday. Schools in Canberra will be open on Monday but move to online learning from Tuesday.","SBS News"
"AUS","Australia",2020-03-22,2020-01-25,58,1098,224,7,0,43.059,8.784,0.275,0,143056,NA,5.61,NA,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","General recommendations","No","PM urged Australians to cancel all non-essential domestic travel.","SBS News"
"AUS","Australia",2020-03-22,2020-01-25,58,1098,224,7,0,43.059,8.784,0.275,0,143056,NA,5.61,NA,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","Government¡¦s new $66 billion coronavirus stimulus to provide relief for small business, casuals and welfare recipients","SBS News"
"AUS","Australia",2020-03-22,2020-01-25,58,1098,224,7,0,43.059,8.784,0.275,0,143056,NA,5.61,NA,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Movement restrictions","Domestic travel restrictions","Yes","South Australia and Western Australia will effectively close their borders on March 24 at 4pm anyone entering the state would be subject to a mandatory 14-day isolation period. Essential services, including the supply of food would not be affected. Tasmania and the Northern Territory already have such restrictions in place.","SBS News"
"AUS","Australia",2020-03-22,2020-01-25,58,1098,224,7,0,43.059,8.784,0.275,0,143056,NA,5.61,NA,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","The Government is allowing individuals ¡§in financial stress¡¨ by the Coronavirus to access up to $10,000 of their superannuation in 2019-20 and a further $10,000 in 2020-21.","Aust Treasury"
"AUS","Australia",2020-03-22,2020-01-25,58,1098,224,7,0,43.059,8.784,0.275,0,143056,NA,5.61,NA,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","The Government is guaranteeing unsecured small business loans up to $AU250,000 for lenders providing credit to existing small business customers. This reform will help small businesses get access to credit quickly and efficiently.","Aust Treasury"
"AUS","Australia",2020-03-23,2020-01-25,59,1709,611,7,0,67.02,23.961,0.275,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-03-24,2020-01-25,60,1823,114,7,0,71.491,4.471,0.275,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","General recommendations","No","Prime Minister Scott Morrison has urged Australians to stay home except for essential trips, ordering more businesses to close to stop people gathering. On Tuesday, Mr Morrison told Australians to only leave the house when ""it is absolutely necessary you go out"". He said Australians should continue working but it was ""strongly encouraged to work from home"".","SBS News"
"AUS","Australia",2020-03-24,2020-01-25,60,1823,114,7,0,71.491,4.471,0.275,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Movement restrictions","Domestic travel restrictions","Yes","Travellers seeking entry into Tasmania face further restrictions with the government warning that those seeking to use the ferry service to enter the state will be turned away in most cases. Only essential travellers or Tasmanians returning home are allowed to use the TT-Line Bass Strait service, Premier Peter Gutwein announced on Tuesday.","SBS News"
"AUS","Australia",2020-03-25,2020-01-25,61,2423,600,8,1,95.02,23.53,0.314,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Movement restrictions","Domestic travel restrictions","Yes","Anyone entering Queensland from the air or by road will be forced to isolate themselves for 14 days from Wednesday night 25 March ","SBS News"
"AUS","Australia",2020-03-25,2020-01-25,61,2423,600,8,1,95.02,23.53,0.314,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Movement restrictions","International flights suspension","No","All Australians will be barred from leaving the country to travel overseas, with small exceptions for some aid workers and vital government duties.","SBS News"
"AUS","Australia",2020-03-25,2020-01-25,61,2423,600,8,1,95.02,23.53,0.314,0.039,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Public services closure?","Yes","Nail salons, libraries, public pools, galleries, museums, youth centres, community halls, clubs, RSLs and yoga studios forced to close. Shopping centres, hairdressers and fitness boot camps ok to stay open","SBS News"
